purchase_id,customer_id,pet_id,product_id,category,breed,size_category,weight_kg,age_group,age_years,allergy,health_condition,purchased_at,quantity,rating,review,is_holdout
O00172,C0032,P0045,F0020,사료,웰시코기,중형,14.6,성견,6.8,,,2025-09-21,1,5,변 상태가 훨씬 단단해졌어요. 재구매 예정입니다.,0
O00173,C0032,P0045,F0044,사료,웰시코기,중형,14.6,성견,6.8,,,2026-01-29,1,4,동물병원에서 체중 관리용으로 추천받았어요. 잘 먹는데 사료 냄새가 집안에 좀 남아요. 효과가 좋아서 재구매 의사 있어요.,0
O00174,C0032,P0045,F0066,사료,웰시코기,중형,14.6,성견,6.8,,,2026-04-18,5,3,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 그냥 그래요. 그럭저럭 먹고 있어요. 그럭저럭 먹이고 있어요.,0
O00175,C0032,P0045,F0041,사료,웰시코기,중형,14.6,성견,6.8,,,2026-04-23,2,1,"대용량으로 시켜봤어요. 다른 간식 섞어줘야 겨우 먹어요. 변이 좀 무르게 나와요. 전혀 안 먹어요, 비추합니다.",0
O00176,C0032,P0045,F0172,간식,웰시코기,중형,14.6,성견,6.8,,,2026-07-20,2,3,여행 갈 때 간식으로 챙기려고 샀어요. 특별한 건 없어요. 가격 대비 괜찮아요. 무난하게 급여 중입니다.,1
O00177,C0033,P0046,F0105,간식,보더콜리,중형,11.8,성견,1.1,,,2026-03-24,1,3,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 좋아하긴 하는데 먹고 나서 변이 좀 물러요. 활동량이 워낙 많아서 그런지 이 정도 양은 금방 먹어요. 무난하게 급여 중입니다.,0
O00178,C0033,P0046,F0145,간식,보더콜리,중형,11.8,성견,1.1,,,2026-04-09,2,4,장난감 대신 씹을 거리로 골랐어요. 소분하기 좋게 포장돼 있어서 편해요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 강아지들 사이에서 인기템이에요.,0
O00179,C0033,P0046,F0085,사료,보더콜리,중형,11.8,성견,1.1,,,2026-04-30,1,2,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 냄새는 맡는데 잘 안 먹어요. 변이 좀 무르게 나와요. 활동량이 있는 편이라 이 정도는 금방 먹어요.,0
O00180,C0033,P0046,F0118,간식,보더콜리,중형,11.8,성견,1.1,,,2026-05-20,1,5,다이어트 중이라 저칼로리 간식으로 골랐어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 효과가 좋아서 재구매 의사 있어요.,0
O00181,C0033,P0046,F0125,간식,보더콜리,중형,11.8,성견,1.1,,,2026-06-09,1,4,다이어트 중이라 저칼로리 간식으로 골랐어요. 냄새 맡자마자 자리에 앉아서 기다려요. 훈련할 때 반응이 확실히 좋아졌어요. 중형견이라 적당한 양인 것 같아요. 효과가 좋아서 재구매 의사 있어요.,0
O00182,C0033,P0046,F0180,간식,보더콜리,중형,11.8,성견,1.1,,,2026-07-04,2,1,장난감 대신 씹을 거리로 골랐어요. 처음만 좋아하고 그다음부턴 안 먹으려 해요. 과식했더니 토를 하더라고요.,1
O00183,C0034,P0047,F0074,사료,도베르만,대형,30.7,성견,5.5,,,2024-04-05,1,5,기호성은 좋은데 변이 자주 묽게 나와서 고민이에요. 강력 추천해요.,0
O00184,C0034,P0047,F0008,사료,도베르만,대형,30.7,성견,5.5,,,2024-05-03,1,5,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 냄새를 맡자마자 좋아하더라고요. 근육량이 많은 아이라 단백질 함량을 꼼꼼히 봤는데 이 제품은 만족스러워요.,0
O00185,C0034,P0047,F0048,사료,도베르만,대형,30.7,성견,5.5,,,2025-03-11,1,4,우리 아이가 정말 잘 먹어요. 이 사료로 계속 갈 것 같아요!!,0
O00186,C0034,P0047,F0127,간식,도베르만,대형,30.7,성견,5.5,,,2026-05-14,1,3,소형견용 작은 사이즈로 찾다가 발견했어요. 그냥 그래요. 보통이에요. 그냥저냥 주고 있어요.,1
O00187,C0034,P0048,F0140,간식,포메라니안,소형,4.8,성견,6.2,,,2024-01-21,2,5,새로운 맛 궁금해서 시켜봤어요. 편식하는 아이도 이건 잘 먹어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요. 다른 맛도 사보려고요.,1
O00188,C0035,P0049,F0191,간식,미니어처닥스훈트,소형,6.5,성견,2.9,,,2025-01-11,1,4,치석 관리용으로 알아보다 샀어요. 좋아하긴 하는데 며칠 먹이니 살짝 가려워하는 것 같아요. 입이 작은 아이라 한 번에 많이는 못 먹어요!!,0
O00189,C0035,P0049,F0024,사료,미니어처닥스훈트,소형,6.5,성견,2.9,,,2025-02-07,1,1,기존 사료 단종돼서 급하게 대체품 찾았어요. 먹는 건 좋아하는데 방귀 냄새가 심해졌어요. 다른 사료 알아보려고요ㅎㅎ,0
O00190,C0035,P0049,F0068,사료,미니어처닥스훈트,소형,6.5,성견,2.9,,,2026-04-19,2,3,수의사 추천으로 바꿔봤어요. 그냥 그래요. 가격 대비 괜찮아요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 그럭저럭 먹이고 있어요.,1
O00191,C0036,P0050,F0051,사료,말티즈,소형,6.8,시니어,13.0,,,2025-02-22,1,3,예민한 장 때문에 저자극 사료 찾던 중이었어요. 나쁘지 않아요. 보통이에요.,0
O00192,C0036,P0050,F0045,사료,말티즈,소형,6.8,시니어,13.0,,,2025-05-01,1,5,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 양은 적당한데 곡물이 들어있어서 우리 아이한테는 살짝 안 맞았어요. 주변 강아지 친구들에게도 추천했어요.,0
O00193,C0036,P0050,F0008,사료,말티즈,소형,6.8,시니어,13.0,,,2025-06-11,1,5,동물병원에서 체중 관리용으로 추천받았어요. 냄새 맡고 좋아하긴 하는데 이상하게 살은 안 쪄요. 재구매 예정입니다.,0
O00194,C0036,P0050,F0105,간식,말티즈,소형,6.8,시니어,13.0,,,2025-11-06,3,5,훈련용으로 쓰려고 구매했어요. 편식하는 아이도 이건 잘 먹어요. 소분하기 좋게 포장돼 있어서 편해요. 강아지들 사이에서 인기템이에요.,1
O00195,C0037,P0051,F0149,간식,코커스패니얼,중형,11.6,성견,2.6,,관절이 약함,2024-12-26,1,4,훈련할 때 반응이 확실히 좋아졌어요. 한 개 주면 더 달라고 계속 쳐다봐요.,0
O00196,C0037,P0051,F0015,사료,코커스패니얼,중형,11.6,성견,2.6,,관절이 약함,2025-02-03,1,5,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 그릇 비우는 속도가 달라졌어요. 활동량이 많은 편이라 잘 먹고 잘 뛰어놀아요. 이 사료로 계속 갈 것 같아요ㅜㅜ,0
O00197,C0037,P0051,F0106,간식,코커스패니얼,중형,11.6,성견,2.6,,관절이 약함,2025-08-28,1,4,심심할 때 주려고 대용량으로 샀어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 크기가 적당해서 소형견도 먹기 편해요.,0
O00198,C0037,P0051,F0045,사료,코커스패니얼,중형,11.6,성견,2.6,,관절이 약함,2026-07-30,1,4,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 장이 편안한지 컨디션이 좋아 보여요. 효과가 좋아서 재구매 의사 있어요.,1
O00199,C0037,P0052,F0004,사료,보더콜리,중형,15.0,성견,6.7,,,2024-09-10,2,4,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 사료 그릇을 핥아먹을 정도로 좋아해요. 활동량이 워낙 많아서 그런지 이 정도 양은 금방 먹어요. 강력 추천해요!!,0
O00200,C0037,P0052,F0149,간식,보더콜리,중형,15.0,성견,6.7,,,2025-05-27,1,4,산책 보상용으로 구매했어요. 좋아하긴 하는데 먹고 나서 변이 좀 물러요. 훈련용으로 계속 재구매할 것 같아요.,0
O00201,C0037,P0052,F0039,사료,보더콜리,중형,15.0,성견,6.7,,,2025-10-22,1,5,퍼피 전용으로 바꿔주려고 구매했어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 변 색깔이랑 굳기가 딱 좋아요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 이 사료로 계속 갈 것 같아요.,0
O00202,C0037,P0052,F0161,간식,보더콜리,중형,15.0,성견,6.7,,,2026-07-18,2,5,치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 활동량이 워낙 많아서 그런지 이 정도 양은 금방 먹어요ㅜㅜ,1
O00203,C0038,P0053,F0155,간식,보더콜리,중형,15.9,시니어,8.6,특정 단백질 민감,,2025-03-08,2,2,여행 갈 때 간식으로 챙기려고 샀어요. 몇 입 먹다가 흥미를 잃어요. 부스러기가 많이 떨어져서 청소가 번거로워요. 노령견이라 소화가 잘 되는지 걱정했는데 다행히 괜찮아요.,0
O00204,C0038,P0053,F0196,간식,보더콜리,중형,15.9,시니어,8.6,특정 단백질 민감,,2025-04-24,1,5,냄새 맡자마자 자리에 앉아서 기다려요. 손에 들자마자 꼬리 흔들며 달려와요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 효과가 좋아서 재구매 의사 있어요.,0
O00205,C0038,P0053,F0041,사료,보더콜리,중형,15.9,시니어,8.6,특정 단백질 민감,,2026-02-19,1,4,털에 윤기가 도는 게 눈에 보여요. 편식하던 아이인데 이건 남김없이 먹어요. 재구매 예정입니다.,0
O00206,C0038,P0053,F0090,사료,보더콜리,중형,15.9,시니어,8.6,특정 단백질 민감,,2026-04-14,1,5,대용량으로 시켜봤어요. 잘 먹는 편인데 가끔 토를 해서 지켜보고 있어요. 주변 강아지 친구들에게도 추천했어요.,1
O00207,C0039,P0054,F0172,간식,말티즈,소형,5.7,성견,2.1,,,2024-01-18,1,5,퍼피용 부드러운 간식 찾던 중이었어요. 한 개 주면 더 달라고 계속 쳐다봐요. 소분하기 좋게 포장돼 있어서 편해요. 훈련용으로 계속 재구매할 것 같아요.,0
O00208,C0039,P0054,F0043,사료,말티즈,소형,5.7,성견,2.1,,,2024-10-09,1,2,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 그릇 앞에서 킁킁거리기만 하고 돌아서요. 냄새는 맡는데 잘 안 먹어요. 재구매 의사 없어요!!,1
O00209,C0039,P0055,F0158,간식,치와와,소형,6.9,성견,5.5,피부 알레르기 체질,,2023-12-30,1,3,미용 보상용으로 하나 사봤어요. 맛있게는 먹는데 가격이 좀 부담돼요. 예민한 편인 치와와인데 배탈 없이 잘 맞아요. 그냥저냥 주고 있어요.,0
O00210,C0039,P0055,F0083,사료,치와와,소형,6.9,성견,5.5,피부 알레르기 체질,,2024-03-26,1,4,물에 불리지 않아도 잘 먹어요. 그릇 비우는 속도가 달라졌어요. 예민한 편인 치와와인데 배탈 없이 잘 맞아요. 강력 추천해요.,0
O00211,C0039,P0055,F0173,간식,치와와,소형,6.9,성견,5.5,피부 알레르기 체질,,2024-10-29,1,5,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 잘 씹어 먹긴 하는데 양이 너무 적어서 금방 없어져요. 예민한 편인 치와와인데 배탈 없이 잘 맞아요ㅎㅎ,0
O00212,C0039,P0055,F0168,간식,치와와,소형,6.9,성견,5.5,피부 알레르기 체질,,2025-03-12,1,5,여행 갈 때 간식으로 챙기려고 샀어요. 편식하는 아이도 이건 잘 먹어요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 다른 맛도 사보려고요.,0
O00213,C0039,P0055,F0043,사료,치와와,소형,6.9,성견,5.5,피부 알레르기 체질,,2025-12-07,1,5,리뷰 좋길래 반신반의로 시켜봤어요. 우리 아이가 정말 잘 먹어요. 변 색깔이랑 굳기가 딱 좋아요. 효과가 좋아서 재구매 의사 있어요.,0
O00214,C0039,P0055,F0159,간식,치와와,소형,6.9,성견,5.5,피부 알레르기 체질,,2026-02-20,1,3,잘 먹긴 하는데 너무 딱딱해서 걱정돼요. 소형견이라 알갱이(크기)가 딱 맞아요. 무난하게 급여 중입니다.,1
O00215,C0040,P0056,F0081,사료,진돗개,대형,36.4,시니어,13.9,,,2026-02-25,1,5,첫 사료라 고민 많이 하다가 골랐어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 사료 그릇을 핥아먹을 정도로 좋아해요. 대형견이라 그런지 양이 금방 줄어요. 재구매 예정입니다.,0
O00216,C0040,P0056,F0140,간식,진돗개,대형,36.4,시니어,13.9,,,2026-03-12,2,4,다이어트 중이라 저칼로리 간식으로 골랐어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요. 노령견이라 소화가 잘 되는지 걱정했는데 다행히 괜찮아요. 강아지들 사이에서 인기템이에요ㅎㅎ,0
O00217,C0040,P0056,F0106,간식,진돗개,대형,36.4,시니어,13.9,,,2026-03-20,1,2,처음엔 잘 먹더니 물려하는지 요즘은 시큰둥해요. 다른 브랜드로 바꿔보려고요.,0
O00218,C0040,P0056,F0014,사료,진돗개,대형,36.4,시니어,13.9,,,2026-04-03,1,4,첫 사료라 고민 많이 하다가 골랐어요. 활력이 좋아진 것 같아요. 변 상태가 훨씬 단단해졌어요. 효과가 좋아서 재구매 의사 있어요.,0
O00219,C0040,P0056,F0124,간식,진돗개,대형,36.4,시니어,13.9,,,2026-05-11,1,4,냄새는 좋아하는데 크기가 커서 나눠줘야 해요. 진돗개 특유의 경계심 때문에 새 제품 적응이 오래 걸렸는데 지금은 잘 먹어요. 훈련용으로 계속 재구매할 것 같아요.,0
O00220,C0040,P0056,F0166,간식,진돗개,대형,36.4,시니어,13.9,,,2026-05-20,1,3,심심할 때 주려고 대용량으로 샀어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 무난하게 급여 중입니다.,1
O00221,C0041,P0057,F0034,사료,웰시코기,중형,11.8,퍼피,0.3,곡물 알레르기,,2025-02-19,1,3,퍼피 전용으로 바꿔주려고 구매했어요. 적응 기간엔 잘 먹었는데 점점 흥미를 잃는 것 같아요. 이갈이 시기라 씹는 걸 좋아해요. 무난하게 급여 중입니다.,0
O00222,C0041,P0057,F0085,사료,웰시코기,중형,11.8,퍼피,0.3,곡물 알레르기,,2025-08-30,1,5,소화가 잘 되는지 방귀 냄새도 줄었어요. 냄새를 맡자마자 좋아하더라고요. 다리가 짧아도 식욕은 왕성해서 순식간에 먹어치워요. 이 사료로 계속 갈 것 같아요.,1
O00223,C0042,P0058,F0023,사료,시츄,소형,3.1,성견,4.7,소고기 알레르기,,2025-08-14,1,4,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 장이 편안한지 컨디션이 좋아 보여요. 털에 윤기가 도는 게 눈에 보여요. 소형견이라 알갱이(크기)가 딱 맞아요. 주변 강아지 친구들에게도 추천했어요.,0
O00224,C0042,P0058,F0041,사료,시츄,소형,3.1,성견,4.7,소고기 알레르기,,2025-11-19,2,5,변 상태가 훨씬 단단해졌어요. 입이 짧은 시츄인데도 잘 먹어요.,1
O00225,C0043,P0059,F0078,사료,도베르만,대형,22.4,성견,2.8,특정 단백질 민감,,2026-02-16,2,5,동물병원에서 체중 관리용으로 추천받았어요. 우리 아이가 정말 잘 먹어요. 강력 추천해요ㅜㅜ,0
O00226,C0043,P0059,F0179,간식,도베르만,대형,22.4,성견,2.8,특정 단백질 민감,,2026-03-03,1,3,산책 보상용으로 구매했어요. 좋아하긴 하는데 며칠 먹이니 살짝 가려워하는 것 같아요ㅜㅜ,0
O00227,C0043,P0059,F0006,사료,도베르만,대형,22.4,성견,2.8,특정 단백질 민감,,2026-03-15,2,3,리뷰 좋길래 반신반의로 시켜봤어요. 그럭저럭 먹고 있어요. 특별히 좋지도 나쁘지도 않아요. 눈 주위가 붉어져서 급하게 중단했어요. 그럭저럭 먹이고 있어요.,0
O00228,C0043,P0059,F0165,간식,도베르만,대형,22.4,성견,2.8,특정 단백질 민감,,2026-08-11,1,5,치석 관리용으로 알아보다 샀어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 냄새 맡자마자 자리에 앉아서 기다려요. 근육량이 많은 아이라 단백질 함량을 꼼꼼히 봤는데 이 제품은 만족스러워요.,1
O00229,C0044,P0060,F0081,사료,포메라니안,소형,6.1,성견,3.7,,관절이 약함,2024-07-02,1,5,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 변 색깔이랑 굳기가 딱 좋아요. 그릇 비우는 속도가 달라졌어요. 재구매 예정입니다.,0
O00230,C0044,P0060,F0189,간식,포메라니안,소형,6.1,성견,3.7,,관절이 약함,2024-12-15,2,4,장난감 대신 씹을 거리로 골랐어요. 훈련할 때 반응이 확실히 좋아졌어요.,0
O00231,C0044,P0060,F0060,사료,포메라니안,소형,6.1,성견,3.7,,관절이 약함,2025-11-15,1,2,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 맛은 있나 본데 변 냄새가 너무 독해졌어요.,0
O00232,C0044,P0060,F0019,사료,포메라니안,소형,6.1,성견,3.7,,관절이 약함,2026-02-19,1,5,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 활력이 좋아진 것 같아요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 이 사료로 계속 갈 것 같아요.,1
O00233,C0045,P0061,F0007,사료,진돗개,대형,26.0,성견,2.0,,,2026-07-04,1,5,대용량으로 시켜봤어요. 냄새를 맡자마자 좋아하더라고요. 편식하던 아이인데 이건 남김없이 먹어요.,1
O00234,C0045,P0062,F0017,사료,미니어처닥스훈트,소형,4.0,성견,5.8,,,2025-05-19,1,5,장이 편안한지 컨디션이 좋아 보여요. 사료 그릇을 핥아먹을 정도로 좋아해요. 소형견이라 알갱이(크기)가 딱 맞아요. 효과가 좋아서 재구매 의사 있어요.,0
O00235,C0045,P0062,F0011,사료,미니어처닥스훈트,소형,4.0,성견,5.8,,,2025-07-16,2,3,기존 사료 단종돼서 급하게 대체품 찾았어요. 무난하게 먹입니다. 무난하게 급여 중입니다~,0
O00236,C0045,P0062,F0122,간식,미니어처닥스훈트,소형,4.0,성견,5.8,,,2025-08-20,1,5,미용 보상용으로 하나 사봤어요. 손에 들자마자 꼬리 흔들며 달려와요. 크기가 적당해서 소형견도 먹기 편해요. 다른 맛도 사보려고요.,0
O00237,C0045,P0062,F0011,사료,미니어처닥스훈트,소형,4.0,성견,5.8,,,2025-11-16,1,5,수의사 추천으로 바꿔봤어요. 물에 불리지 않아도 잘 먹어요. 소형견이라 알갱이(크기)가 딱 맞아요. 주변 강아지 친구들에게도 추천했어요.,0
O00238,C0045,P0062,F0143,간식,미니어처닥스훈트,소형,4.0,성견,5.8,,,2025-12-08,2,1,"퍼피용 부드러운 간식 찾던 중이었어요. 냄새는 좋아하는데 크기가 커서 나눠줘야 해요. 전혀 안 먹어요, 비추합니다.",0
O00239,C0045,P0062,F0013,사료,미니어처닥스훈트,소형,4.0,성견,5.8,,,2026-07-08,2,5,밥 시간마다 꼬리를 흔들면서 달려와요. 우리 아이가 정말 잘 먹어요. 강력 추천해요!!,1
O00240,C0045,P0063,F0149,간식,비숑프리제,소형,4.0,시니어,10.3,,,2025-05-21,5,5,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 강아지들 사이에서 인기템이에요.,0
O00241,C0045,P0063,F0040,사료,비숑프리제,소형,4.0,시니어,10.3,,,2025-06-27,1,5,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 냄새를 맡자마자 좋아하더라고요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 재구매 예정입니다.,0
O00242,C0045,P0063,F0186,간식,비숑프리제,소형,4.0,시니어,10.3,,,2026-07-15,1,5,새로운 맛 궁금해서 시켜봤어요. 소분하기 좋게 포장돼 있어서 편해요. 크기가 적당해서 소형견도 먹기 편해요ㅜㅜ,1
O00243,C0046,P0064,F0174,간식,웰시코기,중형,13.2,성견,1.7,,,2026-08-06,1,3,훈련용으로 쓰려고 구매했어요. 잘 먹긴 하는데 너무 딱딱해서 걱정돼요.,0
O00244,C0046,P0064,F0065,사료,웰시코기,중형,13.2,성견,1.7,,,2026-08-09,1,3,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 잘 먹기는 하는데 변이 좀 무르게 나와요. 다리가 짧아도 식욕은 왕성해서 순식간에 먹어치워요. 무난하게 급여 중입니다.,0
O00245,C0046,P0064,F0019,사료,웰시코기,중형,13.2,성견,1.7,,,2026-08-09,1,5,물에 불리지 않아도 잘 먹어요.,1
O00246,C0046,P0065,F0022,사료,시츄,소형,3.2,시니어,11.4,소고기 알레르기,,2026-08-06,1,4,활력이 좋아진 것 같아요.,0
O00247,C0046,P0065,F0032,사료,시츄,소형,3.2,시니어,11.4,소고기 알레르기,,2026-08-07,1,5,그릇 비우는 속도가 달라졌어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 이빨이 약해진 나이라 부드러운 걸 좋아해요.,0
O00248,C0046,P0065,F0157,간식,시츄,소형,3.2,시니어,11.4,소고기 알레르기,,2026-08-09,1,2,소형견용 작은 사이즈로 찾다가 발견했어요. 좋아하긴 하는데 먹고 나서 변이 좀 물러요. 재구매 의사는 없어요.,0
O00249,C0046,P0065,F0189,간식,시츄,소형,3.2,시니어,11.4,소고기 알레르기,,2026-08-09,1,5,심심할 때 주려고 대용량으로 샀어요. 훈련할 때 반응이 확실히 좋아졌어요. 편식하는 아이도 이건 잘 먹어요. 노령견이라 소화가 잘 되는지 걱정했는데 다행히 괜찮아요. 효과가 좋아서 재구매 의사 있어요.,0
O00250,C0046,P0065,F0062,사료,시츄,소형,3.2,시니어,11.4,소고기 알레르기,,2026-08-11,2,4,예민한 장 때문에 저자극 사료 찾던 중이었어요. 사료 그릇을 핥아먹을 정도로 좋아해요.,0
O00251,C0046,P0065,F0018,사료,시츄,소형,3.2,시니어,11.4,소고기 알레르기,,2026-08-11,1,3,수의사 추천으로 바꿔봤어요. 무난하게 먹입니다. 귀를 자꾸 털길래 알레르기인가 싶어요. 눈물자국이 줄어든 것 같기도 해요.,1
O00252,C0047,P0066,F0166,간식,시바견,중형,8.3,성견,5.0,,,2024-11-27,1,4,한 개 주면 더 달라고 계속 쳐다봐요. 강아지들 사이에서 인기템이에요.,0
O00253,C0047,P0066,F0055,사료,시바견,중형,8.3,성견,5.0,,,2025-10-22,1,4,첫 사료라 고민 많이 하다가 골랐어요. 장이 편안한지 컨디션이 좋아 보여요. 중형견이라 적당한 양인 것 같아요.,0
O00254,C0047,P0066,F0136,간식,시바견,중형,8.3,성견,5.0,,,2026-04-20,1,4,퍼피용 부드러운 간식 찾던 중이었어요. 잘 씹어 먹긴 하는데 양이 너무 적어서 금방 없어져요. 활동량이 있는 편이라 이 정도는 금방 먹어요.,1
O00255,C0048,P0067,F0152,간식,도베르만,대형,37.1,시니어,12.0,,,2025-12-30,2,4,맛있게는 먹는데 가격이 좀 부담돼요. 대형견이라 그런지 양이 금방 줄어요. 효과가 좋아서 재구매 의사 있어요.,0
O00256,C0048,P0067,F0130,간식,도베르만,대형,37.1,시니어,12.0,,,2026-04-20,2,5,산책 보상용으로 구매했어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 냄새 맡자마자 자리에 앉아서 기다려요. 덩치가 커서 그런지 먹는 양도 많아요. 훈련용으로 계속 재구매할 것 같아요.,0
O00257,C0048,P0067,F0015,사료,도베르만,대형,37.1,시니어,12.0,,,2026-05-24,1,4,리뷰 좋길래 반신반의로 시켜봤어요. 털에 윤기가 도는 게 눈에 보여요. 편식하던 아이인데 이건 남김없이 먹어요. 노령견이라 소화가 잘 되는지 걱정했는데 다행히 괜찮아요. 효과가 좋아서 재구매 의사 있어요.,1
O00258,C0049,P0068,F0100,사료,비숑프리제,소형,2.3,성견,2.0,,,2026-02-09,1,3,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 가격은 좀 있는데 그만큼 잘 먹어서 만족해요. 그럭저럭 먹이고 있어요.,0
O00259,C0049,P0068,F0003,사료,비숑프리제,소형,2.3,성견,2.0,,,2026-04-09,1,3,"소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 처음엔 잘 먹더니 요즘은 시들해요, 그래도 소화는 잘 되는 것 같아요~",1
O00260,C0049,P0069,F0189,간식,요크셔테리어,소형,6.2,시니어,13.1,,치아가 약함,2025-08-14,1,2,처음엔 잘 먹더니 물려하는지 요즘은 시큰둥해요. 재구매 의사는 없어요.,1
O00261,C0050,P0070,F0200,간식,보더콜리,중형,18.2,성견,1.1,,,2025-01-17,1,5,여행 갈 때 간식으로 챙기려고 샀어요. 손에 들자마자 꼬리 흔들며 달려와요. 너무 딱딱하지 않아서 노령견도 잘 씹어요.,0
O00262,C0050,P0070,F0175,간식,보더콜리,중형,18.2,성견,1.1,,,2025-10-01,2,5,치석 관리용으로 알아보다 샀어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 활동량이 워낙 많아서 그런지 이 정도 양은 금방 먹어요. 다른 맛도 사보려고요.,0
O00263,C0050,P0070,F0038,사료,보더콜리,중형,18.2,성견,1.1,,,2026-04-14,3,4,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 먹는 건 좋아하는데 방귀 냄새가 심해졌어요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 주변 강아지 친구들에게도 추천했어요.,1
O00264,C0050,P0071,F0151,간식,비숑프리제,소형,2.4,성견,4.2,곡물 알레르기,,2023-12-17,1,4,다이어트 중이라 저칼로리 간식으로 골랐어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 다른 맛도 사보려고요.,0
O00265,C0050,P0071,F0046,사료,비숑프리제,소형,2.4,성견,4.2,곡물 알레르기,,2026-07-03,1,5,동물병원에서 체중 관리용으로 추천받았어요. 변 색깔이랑 굳기가 딱 좋아요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 강력 추천해요ㅎㅎ,0
O00266,C0050,P0071,F0071,사료,비숑프리제,소형,2.4,성견,4.2,곡물 알레르기,,2026-07-06,2,1,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 입맛에 안 맞는지 자꾸 남겨요. 가스가 심해진 것 같아요. 다른 사료 알아보려고요.,1
O00267,C0051,P0072,F0126,간식,허스키,대형,24.9,성견,5.2,특정 단백질 민감,,2023-12-20,2,5,소형견용 작은 사이즈로 찾다가 발견했어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 크기가 적당해서 소형견도 먹기 편해요. 효과가 좋아서 재구매 의사 있어요.,0
O00268,C0051,P0072,F0055,사료,허스키,대형,24.9,성견,5.2,특정 단백질 민감,,2024-03-15,1,5,대용량으로 시켜봤어요. 변 상태가 훨씬 단단해졌어요. 장이 편안한지 컨디션이 좋아 보여요. 대형견이라 그런지 양이 금방 줄어요.,0
O00269,C0051,P0072,F0025,사료,허스키,대형,24.9,성견,5.2,특정 단백질 민감,,2024-09-11,1,4,기존 사료 단종돼서 급하게 대체품 찾았어요. 물에 불리지 않아도 잘 먹어요. 이 사료로 계속 갈 것 같아요.,0
O00270,C0051,P0072,F0148,간식,허스키,대형,24.9,성견,5.2,특정 단백질 민감,,2025-06-29,1,5,새로운 맛 궁금해서 시켜봤어요. 소분하기 좋게 포장돼 있어서 편해요. 손에 들자마자 꼬리 흔들며 달려와요. 대형견이라 그런지 양이 금방 줄어요. 훈련용으로 계속 재구매할 것 같아요.,0
O00271,C0051,P0072,F0024,사료,허스키,대형,24.9,성견,5.2,특정 단백질 민감,,2025-07-10,1,4,퍼피 전용으로 바꿔주려고 구매했어요. 냄새를 맡자마자 좋아하더라고요. 대형견이라 그런지 양이 금방 줄어요. 주변 강아지 친구들에게도 추천했어요ㅜㅜ,0
O00272,C0051,P0072,F0024,사료,허스키,대형,24.9,성견,5.2,특정 단백질 민감,,2026-04-23,1,4,그릇 비우는 속도가 달라졌어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 털갈이가 심한 아이인데 피모 상태가 좋아진 것 같아요. 효과가 좋아서 재구매 의사 있어요.,1
