pet_id,customer_id,breed,birth_date,gender,weight_kg,neutered,allergies,feeding_purpose,diet_preference,food_form_preference,updated_at
P0267,C0198,골든리트리버,2022-10-27,M,26.7,1,없음,없음,보통,혼합,2026-08-11
P0268,C0199,말티즈,2023-11-18,M,2.5,1,닭고기,관절,보통,혼합,2026-08-11
P0269,C0199,시바견,2023-09-01,M,10.5,0,없음,없음,식탐많음,혼합,2026-08-11
P0270,C0200,푸들,2013-08-04,F,2.9,1,닭고기,피부,보통,혼합,2026-08-11
P0271,C0201,보더콜리,2024-02-22,F,19.7,0,없음,없음,보통,혼합,2026-08-11
P0272,C0202,진돗개,2020-05-13,F,15.7,1,없음,관절,식이까다로움,건식,2026-08-11
P0273,C0203,비글,2019-05-13,F,11.3,1,없음,관절,식이까다로움,습식,2026-08-11
P0274,C0204,보더콜리,2022-03-21,M,14.1,1,닭고기,피부,식탐많음,습식,2026-08-11
P0275,C0205,래브라도리트리버,2022-03-26,F,26.4,0,없음,관절,식탐많음,혼합,2026-08-11
P0276,C0206,웰시코기,2011-03-25,M,12.9,0,소고기,피부,보통,혼합,2026-08-11
P0277,C0207,시츄,2017-08-11,M,7.2,0,닭고기|유제품,피부,보통,혼합,2026-08-11
P0278,C0207,시츄,2024-08-06,F,6.3,0,닭고기|소고기|유제품,없음,식이까다로움,건식,2026-08-11
P0279,C0208,진돗개,2011-08-09,F,21.6,1,닭고기|소고기,없음,보통,혼합,2026-08-11
P0280,C0208,푸들,2012-08-20,M,5.1,1,유제품,피부,보통,건식,2026-08-11
P0281,C0209,코카스파니엘,2022-03-05,F,12.6,1,곡물|닭고기|유제품,관절,보통,혼합,2026-08-11
P0282,C0210,보더콜리,2022-02-21,M,16.8,0,없음,다이어트,식탐많음,건식,2026-08-11
P0283,C0211,진돗개,2024-10-31,M,16.5,1,없음,없음,식탐많음,습식,2026-08-11
P0284,C0211,포메라니안,2019-08-20,F,2.0,1,없음,관절,식이까다로움,혼합,2026-08-11
P0285,C0211,시바견,2014-06-26,M,9.8,1,닭고기|유제품,없음,식이까다로움,습식,2026-08-11
P0286,C0212,골든리트리버,2021-08-17,M,26.6,1,없음,관절,식탐많음,습식,2026-08-11
P0287,C0212,코카스파니엘,2016-03-26,M,12.9,1,닭고기|유제품,다이어트,식탐많음,습식,2026-08-11
P0288,C0213,비글,2019-05-21,F,12.4,0,없음,다이어트,보통,혼합,2026-08-11
P0289,C0214,시츄,2020-09-13,M,7.7,1,곡물,다이어트,식이까다로움,혼합,2026-08-11
P0290,C0215,시바견,2012-04-29,M,10.5,0,없음,없음,식이까다로움,습식,2026-08-11
P0291,C0216,보더콜리,2021-12-02,M,14.0,1,없음,피부,식이까다로움,혼합,2026-08-11
P0292,C0217,푸들,2021-05-13,M,2.1,1,소고기,없음,보통,건식,2026-08-11
P0293,C0218,시츄,2025-05-15,M,6.6,0,없음,없음,보통,혼합,2026-08-11
P0294,C0218,비숑프리제,2020-02-04,F,3.4,0,없음,없음,보통,혼합,2026-08-11
P0295,C0219,비글,2014-06-13,M,13.4,0,곡물|닭고기,없음,보통,습식,2026-08-11
P0296,C0220,골든리트리버,2023-05-08,M,29.4,1,곡물,다이어트,식이까다로움,건식,2026-08-11
P0297,C0221,시바견,2019-12-25,F,9.3,1,없음,피부,식이까다로움,혼합,2026-08-11
P0298,C0221,래브라도리트리버,2011-02-05,M,35.1,1,없음,다이어트,식이까다로움,습식,2026-08-11
P0299,C0221,푸들,2020-03-11,F,7.9,1,없음,피부,식탐많음,건식,2026-08-11
P0300,C0222,푸들,2019-12-26,M,5.1,0,없음,피부,식탐많음,건식,2026-08-11
P0301,C0223,골든리트리버,2025-05-10,F,28.9,0,유제품,없음,식이까다로움,혼합,2026-08-11
P0302,C0224,비숑프리제,2020-08-11,F,4.2,1,닭고기|유제품,관절,식이까다로움,습식,2026-08-11
P0303,C0225,푸들,2017-07-18,M,3.8,1,곡물|소고기,다이어트,식탐많음,혼합,2026-08-11
P0304,C0226,골든리트리버,2021-05-16,M,32.2,1,없음,없음,보통,습식,2026-08-11
P0305,C0226,시츄,2024-09-15,F,5.4,1,곡물|닭고기,관절,식이까다로움,혼합,2026-08-11
P0306,C0227,비글,2016-07-19,M,8.9,0,없음,다이어트,식이까다로움,건식,2026-08-11
P0307,C0228,보더콜리,2019-04-20,F,18.5,1,없음,관절,보통,습식,2026-08-11
P0308,C0229,웰시코기,2017-11-16,F,11.6,0,없음,다이어트,보통,혼합,2026-08-11
P0309,C0229,웰시코기,2016-05-29,F,12.1,1,닭고기|유제품,다이어트,식탐많음,혼합,2026-08-11
P0310,C0230,말티즈,2020-03-10,M,2.5,0,유제품,다이어트,보통,건식,2026-08-11
P0311,C0230,말티즈,2025-05-22,F,3.3,0,유제품,관절,보통,혼합,2026-08-11
P0312,C0231,비글,2014-06-28,M,13.8,1,없음,없음,보통,습식,2026-08-11
P0313,C0232,보더콜리,2018-08-15,M,19.9,1,유제품,없음,식탐많음,습식,2026-08-11
P0314,C0233,비숑프리제,2016-03-03,F,4.8,1,닭고기,다이어트,보통,습식,2026-08-11
P0315,C0234,포메라니안,2011-05-07,F,3.9,0,소고기|유제품,관절,보통,건식,2026-08-11
P0316,C0235,비숑프리제,2018-07-07,F,3.4,0,곡물|닭고기,다이어트,보통,혼합,2026-08-11
P0317,C0236,비숑프리제,2012-08-01,F,4.8,1,곡물|소고기,없음,보통,습식,2026-08-11
P0318,C0237,치와와,2022-07-16,M,2.9,0,없음,피부,식이까다로움,혼합,2026-08-11
P0319,C0238,래브라도리트리버,2025-03-18,M,34.3,1,닭고기|소고기,피부,식탐많음,습식,2026-08-11
P0320,C0239,치와와,2018-05-20,F,2.1,0,곡물|소고기|유제품,피부,식탐많음,건식,2026-08-11
P0321,C0240,비숑프리제,2012-01-24,F,5.0,1,곡물|닭고기|유제품,다이어트,식탐많음,습식,2026-08-11
P0322,C0241,포메라니안,2013-02-06,M,2.4,1,없음,다이어트,식이까다로움,혼합,2026-08-11
P0323,C0242,비숑프리제,2017-01-15,F,5.5,0,곡물|닭고기|유제품,피부,보통,습식,2026-08-11
P0324,C0243,비숑프리제,2016-01-24,M,5.1,1,없음,관절,식탐많음,혼합,2026-08-11
P0325,C0244,비글,2011-11-14,F,12.2,1,곡물,관절,식탐많음,건식,2026-08-11
P0326,C0245,비숑프리제,2025-06-07,M,5.4,0,없음,다이어트,식이까다로움,습식,2026-08-11
P0327,C0246,푸들,2020-09-21,M,6.2,0,소고기,없음,식이까다로움,건식,2026-08-11
P0328,C0246,비글,2021-06-11,M,12.0,0,소고기|유제품,다이어트,식이까다로움,건식,2026-08-11
P0329,C0246,골든리트리버,2016-05-23,M,31.1,1,없음,관절,식탐많음,건식,2026-08-11
P0330,C0247,골든리트리버,2022-03-02,F,33.4,1,소고기|유제품,관절,식탐많음,습식,2026-08-11
P0331,C0248,진돗개,2016-08-20,F,22.9,1,없음,관절,식탐많음,습식,2026-08-11
P0332,C0248,래브라도리트리버,2016-05-19,M,29.0,1,없음,피부,식탐많음,건식,2026-08-11
P0333,C0249,보더콜리,2018-08-20,F,17.8,1,곡물,피부,식탐많음,건식,2026-08-11
P0334,C0250,비숑프리제,2019-05-05,F,5.8,1,없음,다이어트,식탐많음,건식,2026-08-11
P0335,C0251,래브라도리트리버,2021-04-11,F,25.9,0,없음,다이어트,식이까다로움,혼합,2026-08-11
P0336,C0252,코카스파니엘,2023-02-09,M,13.7,0,없음,관절,보통,혼합,2026-08-11
P0337,C0252,푸들,2016-02-06,M,5.8,1,소고기|유제품,관절,식이까다로움,습식,2026-08-11
P0338,C0253,보더콜리,2019-07-10,M,15.9,0,닭고기|소고기,관절,식이까다로움,혼합,2026-08-11
P0339,C0254,웰시코기,2018-11-02,F,11.7,1,유제품,없음,보통,습식,2026-08-11
P0340,C0255,비글,2020-10-03,F,9.7,0,없음,피부,보통,혼합,2026-08-11
P0341,C0255,골든리트리버,2018-03-17,M,26.2,0,없음,관절,식탐많음,건식,2026-08-11
P0342,C0256,시바견,2016-07-19,F,8.1,1,유제품,다이어트,식탐많음,혼합,2026-08-11
P0343,C0257,시바견,2021-10-15,F,8.8,0,소고기,관절,보통,건식,2026-08-11
P0344,C0258,래브라도리트리버,2022-02-01,M,28.6,1,곡물|닭고기,없음,식이까다로움,건식,2026-08-11
P0345,C0259,비글,2013-03-03,M,10.6,1,소고기|유제품,관절,식이까다로움,습식,2026-08-11
P0346,C0260,골든리트리버,2017-12-14,M,28.7,0,곡물|닭고기,없음,식이까다로움,건식,2026-08-11
P0347,C0261,포메라니안,2025-04-19,M,3.1,1,닭고기|유제품,다이어트,식탐많음,혼합,2026-08-11
P0348,C0262,시바견,2015-05-09,F,10.2,1,없음,없음,식탐많음,혼합,2026-08-11
P0349,C0262,비글,2014-03-17,F,9.6,0,없음,다이어트,식탐많음,혼합,2026-08-11
P0350,C0263,푸들,2017-05-27,F,3.3,1,없음,관절,식탐많음,혼합,2026-08-11
P0351,C0263,비숑프리제,2023-08-17,M,3.9,1,없음,피부,식탐많음,건식,2026-08-11
P0352,C0263,치와와,2017-12-06,F,1.7,1,없음,피부,식탐많음,혼합,2026-08-11
P0353,C0264,말티즈,2011-03-21,F,2.1,1,소고기,관절,식이까다로움,혼합,2026-08-11
P0354,C0265,시츄,2024-10-22,F,5.4,1,없음,다이어트,보통,혼합,2026-08-11
P0355,C0266,보더콜리,2020-12-28,M,17.0,1,유제품,없음,식탐많음,건식,2026-08-11
P0356,C0267,비숑프리제,2015-08-24,F,5.7,0,곡물|닭고기,관절,보통,혼합,2026-08-11
P0357,C0268,시바견,2024-08-24,M,9.9,0,없음,관절,식탐많음,건식,2026-08-11
P0358,C0268,골든리트리버,2010-10-04,M,25.9,1,닭고기|소고기,없음,식이까다로움,습식,2026-08-11
P0359,C0269,비글,2011-12-26,M,11.2,0,유제품,다이어트,보통,건식,2026-08-11
P0360,C0269,웰시코기,2014-03-29,M,10.8,1,없음,다이어트,보통,혼합,2026-08-11
P0361,C0270,치와와,2021-07-15,M,2.9,0,닭고기,없음,식이까다로움,혼합,2026-08-11
P0362,C0271,코카스파니엘,2022-02-14,M,14.9,1,소고기|유제품,관절,식이까다로움,습식,2026-08-11
P0363,C0271,푸들,2019-10-31,F,5.4,1,곡물,피부,식이까다로움,습식,2026-08-11
P0364,C0272,비숑프리제,2025-07-01,F,3.7,0,닭고기|소고기,없음,식이까다로움,습식,2026-08-11
P0365,C0273,시바견,2012-11-25,M,8.1,1,곡물,다이어트,식탐많음,습식,2026-08-11
P0366,C0274,보더콜리,2020-11-03,F,16.6,1,곡물|소고기,다이어트,식이까다로움,건식,2026-08-11
P0367,C0275,골든리트리버,2024-12-13,M,27.1,1,소고기,관절,보통,습식,2026-08-11
P0368,C0276,진돗개,2019-12-04,F,21.9,1,없음,다이어트,식이까다로움,혼합,2026-08-11
P0369,C0276,진돗개,2022-09-09,M,22.0,0,없음,피부,식탐많음,습식,2026-08-11
P0370,C0277,코카스파니엘,2010-08-31,M,14.6,0,곡물|소고기,다이어트,보통,습식,2026-08-11
P0371,C0278,포메라니안,2024-09-03,M,2.2,1,유제품,없음,식이까다로움,혼합,2026-08-11
P0372,C0279,비숑프리제,2015-06-19,M,3.2,1,소고기,없음,식이까다로움,혼합,2026-08-11
P0373,C0280,골든리트리버,2017-05-14,M,30.6,1,없음,관절,식이까다로움,습식,2026-08-11
P0374,C0280,래브라도리트리버,2016-08-21,M,31.8,0,곡물,관절,식탐많음,건식,2026-08-11
P0375,C0281,치와와,2023-10-22,M,2.4,1,없음,다이어트,식이까다로움,혼합,2026-08-11
P0376,C0282,포메라니안,2023-02-03,F,3.2,0,소고기|유제품,관절,식탐많음,건식,2026-08-11
P0377,C0283,푸들,2017-08-04,M,4.0,1,곡물|유제품,없음,식탐많음,습식,2026-08-11
P0378,C0284,비숑프리제,2021-08-20,F,3.8,1,없음,피부,보통,건식,2026-08-11
P0379,C0285,시바견,2023-10-22,M,9.8,1,유제품,피부,보통,건식,2026-08-11
P0380,C0286,보더콜리,2021-08-17,M,16.8,1,없음,피부,식이까다로움,혼합,2026-08-11
P0381,C0286,코카스파니엘,2011-02-22,M,11.3,0,곡물,없음,식탐많음,습식,2026-08-11
P0382,C0287,치와와,2016-11-18,F,1.7,0,없음,없음,식탐많음,건식,2026-08-11
P0383,C0288,코카스파니엘,2019-07-06,M,11.1,1,없음,관절,식탐많음,건식,2026-08-11
P0384,C0288,푸들,2020-12-05,F,3.3,0,없음,피부,보통,습식,2026-08-11
P0385,C0289,포메라니안,2021-08-30,F,3.2,0,소고기,다이어트,식이까다로움,건식,2026-08-11
P0386,C0290,비숑프리제,2024-03-29,F,4.9,0,없음,없음,식탐많음,혼합,2026-08-11
P0387,C0291,진돗개,2024-06-03,M,19.6,1,없음,없음,보통,혼합,2026-08-11
P0388,C0292,골든리트리버,2014-12-01,M,33.3,0,없음,관절,보통,건식,2026-08-11
P0389,C0292,말티즈,2013-11-04,M,2.1,1,닭고기|유제품,없음,식탐많음,건식,2026-08-11
P0390,C0292,포메라니안,2023-12-01,F,2.7,1,없음,다이어트,식이까다로움,건식,2026-08-11
P0391,C0293,골든리트리버,2020-01-10,F,28.7,1,없음,다이어트,식탐많음,혼합,2026-08-11
P0392,C0294,코카스파니엘,2025-04-27,F,14.9,1,유제품,다이어트,보통,습식,2026-08-11
P0393,C0294,치와와,2025-05-19,F,2.0,1,없음,피부,식이까다로움,혼합,2026-08-11
P0394,C0295,보더콜리,2016-02-29,F,18.1,1,없음,다이어트,보통,혼합,2026-08-11
P0395,C0296,비숑프리제,2014-10-16,M,5.9,1,닭고기,다이어트,식탐많음,혼합,2026-08-11
P0396,C0297,시바견,2017-09-08,F,10.4,0,없음,피부,식이까다로움,습식,2026-08-11
P0397,C0297,골든리트리버,2020-06-05,F,26.2,0,없음,없음,식탐많음,혼합,2026-08-11
P0398,C0298,비숑프리제,2018-02-14,M,5.4,0,없음,관절,식이까다로움,습식,2026-08-11
P0399,C0298,치와와,2013-05-08,M,2.4,1,없음,피부,보통,건식,2026-08-11
P0400,C0298,말티즈,2020-06-26,F,3.2,0,없음,피부,식탐많음,혼합,2026-08-11
P0401,C0299,포메라니안,2010-10-02,F,2.3,1,유제품,다이어트,식탐많음,건식,2026-08-11
P0402,C0299,시바견,2022-11-19,M,8.9,1,곡물|닭고기,피부,보통,건식,2026-08-11
P0403,C0299,말티즈,2015-02-05,F,3.0,0,닭고기|소고기|유제품,관절,식탐많음,건식,2026-08-11
P0404,C0300,비글,2017-06-09,M,11.7,1,곡물|닭고기|소고기,다이어트,식탐많음,혼합,2026-08-11
